price,area,type,district,road_width,width,floors,parking_slots,bedrooms,bathrooms
108 Triệu,36 m²,Nhà trong ngõ,Quận Đống Đa,,,,,,
2.85 Tỷ,32 m²,Nhà trong ngõ,Quận Nam Từ Liêm,,Mặt tiền: 4m,4 tầng,,,
4.2 Tỷ,60 m²,Nhà trong ngõ,Quận Hoàng Mai,,,,,,
21.5 Tỷ,75 m²,Nhà mặt phố,Quận Đống Đa,,,,,,
10.5 Tỷ,48 m²,Nhà mặt phố,Quận Hoàng Mai,Đường vào: Rộng 10m,Mặt tiền: 4m,4 tầng,,4 Phòng ngủ,3 WC
13.3 Tỷ,73 m²,Nhà trong ngõ,Quận Đống Đa,Đường vào: Rộng 8m,Mặt tiền: 3.6m,5 tầng,2 Chỗ để ôtô,4 Phòng ngủ,3 WC
8.6 Tỷ,46 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 10m,Mặt tiền: 4m,5 tầng,2 Chỗ để ôtô,5 Phòng ngủ,3 WC
6.2 Tỷ,40 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 4m,Mặt tiền: 3.7m,5 tầng,,3 Phòng ngủ,3 WC
2.9 Tỷ,33 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 3m,Mặt tiền: 4m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
13.3 Tỷ,70 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 10m,Mặt tiền: 5.5m,6 tầng,2 Chỗ để ôtô,6 Phòng ngủ,4 WC
1.95 Tỷ,33 m²,Nhà trong ngõ,,Đường vào: Rộng 2m,Mặt tiền: 3.5m,4 tầng,,2 Phòng ngủ,2 WC
7.6 Tỷ,51 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 10m,Mặt tiền: 4m,5 tầng,1 Chỗ để ôtô,5 Phòng ngủ,3 WC
3.5 Tỷ,45 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 2m,Mặt tiền: 4.4m,4 tầng,1 Chỗ để ôtô,4 Phòng ngủ,3 WC
2.15 Tỷ,25 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 2.5m,Mặt tiền: 3.3m,4 tầng,1 Chỗ để ôtô,2 Phòng ngủ,2 WC
2.05 Tỷ,28 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 2.5m,Mặt tiền: 3.4m,3 tầng,,2 Phòng ngủ,2 WC
3.1 Tỷ,35 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 2m,Mặt tiền: 3.2m,3 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
9 Tỷ,50 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 7m,Mặt tiền: 10m,4 tầng,1 Chỗ để ôtô,4 Phòng ngủ,
8 Tỷ,48 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 8m,,5 tầng,2 Chỗ để ôtô,4 Phòng ngủ,
70 Tỷ,137 m²,Nhà mặt phố,Quận Đống Đa,Đường vào: Rộng 50m,Mặt tiền: 8.3m,8 tầng,,11 Phòng ngủ,11 WC
3.3 Tỷ,30 m²,Nhà trong ngõ,Quận Hoàng Mai,,Mặt tiền: 3.5m,5 tầng,,,
3.5 Tỷ,58 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 4.5m,5 tầng,,3 Phòng ngủ,4 WC
3.95 Tỷ,50 m²,Nhà trong ngõ,Quận Long Biên,Đường vào: Rộng 4m,Mặt tiền: 5m,4 tầng,,,
2.75 Tỷ,50 m²,Nhà trong ngõ,Quận Long Biên,,,,,,
10.2 Tỷ,72 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4m,5 tầng,,,
11.4 Tỷ,58 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4m,6 tầng,,,
11 Tỷ,70 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4.5m,4 tầng,,,
56 Tỷ,150 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 9m,4 tầng,,,
14.7 Tỷ,42 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4.5m,6 tầng,,,
10.5 Tỷ,60 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 4.2m,Mặt tiền: 4.2m,5 tầng,,,
5.05 Tỷ,40 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 5.1m,5 tầng,,,
45.2 Tỷ,150 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 11m,4 tầng,,,
11.2 Tỷ,55 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4m,5 tầng,,,
10.1 Tỷ,56 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 5.4m,4 tầng,,,
,110 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 5m,5 tầng,,,
11.7 Tỷ,62 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4.5m,5 tầng,,,
7.9 Tỷ,60 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.5m,4 tầng,,,
10.6 Tỷ,72 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 4.2m,4 tầng,,,
34 Tỷ,30 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,,4 Phòng ngủ,4 WC
3.9 Tỷ,43 m²,Nhà mặt phố,Quận Nam Từ Liêm,Đường vào: Rộng 7m,Mặt tiền: 4.5m,9 tầng,,4 Phòng ngủ,3 WC
,35 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
38 Tỷ,137 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 5m,Mặt tiền: 4m,3 tầng,,3 Phòng ngủ,3 WC
4.25 Tỷ,52 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,,6 Phòng ngủ,6 WC
8.6 Tỷ,76 m²,Nhà trong ngõ,Quận Đống Đa,,,,,,
14.9 Tỷ,48 m²,Nhà mặt phố,Quận Đống Đa,Đường vào: Rộng 8m,Mặt tiền: 7.5m,,,,
1.65 Tỷ,22 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 4m,Mặt tiền: 3m,4 tầng,,2 Phòng ngủ,3 WC
4.2 Tỷ,35 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 4.9m,5 tầng,,5 Phòng ngủ,5 WC
6.6 Tỷ,62 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 6m,Mặt tiền: 5m,5 tầng,,6 Phòng ngủ,6 WC
4.2 Tỷ,40 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 3m,Mặt tiền: 3.6m,5 tầng,1 Chỗ để ôtô,6 Phòng ngủ,4 WC
4.85 Tỷ,35 m²,Nhà trong ngõ,Quận Ba Đình,Đường vào: Rộng 3m,Mặt tiền: 4.3m,5 tầng,,4 Phòng ngủ,4 WC
25 Tỷ,130 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 3m,Mặt tiền: 7m,6 tầng,,11 Phòng ngủ,11 WC
2.79 Tỷ,30 m²,Nhà trong ngõ,Quận Long Biên,Đường vào: Rộng 4m,Mặt tiền: 3.29999995231628m,5 tầng,,3 Phòng ngủ,
4.1 Tỷ,38 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
23 Tỷ,150 m²,Nhà mặt phố,Quận Nam Từ Liêm,Đường vào: Rộng 15m,Mặt tiền: 14m,4 tầng,7 Chỗ để ôtô,6 Phòng ngủ,6 WC
7.6 Tỷ,55 m²,Nhà mặt phố,Quận Hoàng Mai,Đường vào: Rộng 4m,Mặt tiền: 5m,,1 Chỗ để ôtô,4 Phòng ngủ,4 WC
12.9 Tỷ,34 m²,Nhà mặt phố,Quận Ba Đình,,,,,,
9.6 Tỷ,50 m²,Nhà mặt phố,Quận Hai Bà Trưng,Đường vào: Rộng 7m,Mặt tiền: 4m,5 tầng,1 Chỗ để ôtô,4 Phòng ngủ,4 WC
3.35 Tỷ,40 m²,Nhà trong ngõ,Quận Tây Hồ,Đường vào: Rộng 3m,Mặt tiền: 4m,5 tầng,,3 Phòng ngủ,4 WC
3.35 Tỷ,32 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 3.7m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
4.5 Tỷ,30 m²,Nhà trong ngõ,Quận Tây Hồ,Đường vào: Rộng 2m,Mặt tiền: 3.4m,5 tầng,,3 Phòng ngủ,4 WC
3.3 Tỷ,32 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 3.2m,4 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
17 Tỷ,63 m²,Nhà mặt phố,Quận Nam Từ Liêm,Đường vào: Rộng 10m,Mặt tiền: 5m,6 tầng,,8 Phòng ngủ,
5.5 Tỷ,65 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 5m,Mặt tiền: 4.2m,2 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
4 Tỷ,59 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 4m,Mặt tiền: 5.9m,5 tầng,1 Chỗ để ôtô,4 Phòng ngủ,3 WC
19.2 Tỷ,100 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 7m,Mặt tiền: 8.5m,1 tầng,1 Chỗ để ôtô,1 Phòng ngủ,1 WC
15 Tỷ,115 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 3m,Mặt tiền: 5m,7 tầng,,11 Phòng ngủ,11 WC
25 Tỷ,160 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 3.5m,Mặt tiền: 8m,9 tầng,,11 Phòng ngủ,11 WC
27.5 Tỷ,89 m²,Nhà mặt phố,Quận Đống Đa,Đường vào: Rộng 40m,Mặt tiền: 4.3m,8 tầng,2 Chỗ để ôtô,7 Phòng ngủ,8 WC
30 Tỷ,70 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 40m,Mặt tiền: 6m,2 tầng,1 Chỗ để ôtô,2 Phòng ngủ,3 WC
4.85 Tỷ,40 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.5m,4 tầng,,,
7.4 Tỷ,64 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4m,5 tầng,,,
15.2 Tỷ,80 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.3m,5 tầng,,,
15.2 Tỷ,60 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 6m,Mặt tiền: 4.1m,6 tầng,,6 Phòng ngủ,
13.4 Tỷ,60 m²,Nhà mặt phố,Quận Cầu Giấy,,,4 tầng,,,
20.5 Tỷ,75 m²,Nhà mặt phố,Quận Cầu Giấy,,,5 tầng,,,
15.6 Tỷ,120 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.2m,4 tầng,,,
9.2 Tỷ,52 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.5m,5 tầng,,,
12.8 Tỷ,75 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 5m,5 tầng,,,
6.6 Tỷ,52 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4m,5 tầng,,,
16 Tỷ,75 m²,Nhà mặt phố,Quận Cầu Giấy,,Mặt tiền: 5m,5 tầng,,,
19.2 Tỷ,72 m²,Nhà mặt phố,Quận Cầu Giấy,,,5 tầng,,,
11.8 Tỷ,65 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4.4m,5 tầng,,,
9 Tỷ,56 m²,Nhà trong ngõ,Quận Cầu Giấy,,,5 tầng,,,
320 Triệu,50 m²,Nhà trong ngõ,Quận Cầu Giấy,,,5 tầng,,,
6 Tỷ,35 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 5m,6 tầng,,3 Phòng ngủ,4 WC
5.1 Tỷ,42 m²,Nhà trong ngõ,Quận Cầu Giấy,,Mặt tiền: 4m,5 tầng,,6 Phòng ngủ,4 WC
5 Tỷ,42 m²,Nhà mặt phố,Quận Cầu Giấy,,,,,,
5.3 Tỷ,55 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 3.6m,4 tầng,,5 Phòng ngủ,4 WC
8.5 Tỷ,71 m²,Nhà mặt phố,Quận Bắc Từ Liêm,,,,,,
1.65 Tỷ,22 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 4m,Mặt tiền: 4m,4 tầng,,2 Phòng ngủ,2 WC
4.1 Tỷ,42 m²,Nhà trong ngõ,Quận Đống Đa,Đường vào: Rộng 3m,,5 tầng,,6 Phòng ngủ,4 WC
2.91 Tỷ,33 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 2m,Mặt tiền: 4m,5 tầng,,3 Phòng ngủ,
3.15 Tỷ,38 m²,Nhà trong ngõ,Quận Long Biên,,,4 tầng,,4 Phòng ngủ,
9.45 Tỷ,60 m²,Nhà trong ngõ,Quận Long Biên,,,6 tầng,,7 Phòng ngủ,7 WC
2.35 Tỷ,26 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
3 Tỷ,55 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
165 Tỷ,400 m²,Nhà mặt phố,Quận Tây Hồ,Đường vào: Rộng 15m,Mặt tiền: 14m,6 tầng,4 Chỗ để ôtô,6 Phòng ngủ,6 WC
4.8 Tỷ,45 m²,Nhà trong ngõ,Quận Ba Đình,,,5 tầng,,8 Phòng ngủ,
4.9 Tỷ,48 m²,Nhà trong ngõ,Quận Ba Đình,Đường vào: Rộng 4m,Mặt tiền: 4.2m,6 tầng,,5 Phòng ngủ,
3.95 Tỷ,32 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
6.5 Tỷ,55 m²,Nhà trong ngõ,Quận Long Biên,,,,,,
68 Tỷ,70 m²,Nhà mặt phố,Quận Hoàn Kiếm,,Mặt tiền: 7.5m,8 tầng,,,
10.4 Tỷ,47 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 8m,Mặt tiền: 4.6m,5 tầng,,8 Phòng ngủ,
5.95 Tỷ,30 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
20.9 Tỷ,120 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
22.5 Tỷ,105 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
24.5 Tỷ,102 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
21.5 Tỷ,70 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
140 Tỷ,32 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
27.5 Tỷ,520 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
20.5 Tỷ,49 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
9.8 Tỷ,57 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
9.5 Tỷ,48 m²,Nhà trong ngõ,Quận Hà Đông,,,,,,
22 Tỷ,86 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
21 Tỷ,68 m²,Nhà mặt phố,Quận Hai Bà Trưng,,,,,,
26 Tỷ,199 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
4.8 Tỷ,70 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
4.75 Tỷ,50 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 3m,Mặt tiền: 7m,2 tầng,,3 Phòng ngủ,
3.55 Tỷ,60 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
2.5 Tỷ,25 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 4m,5 tầng,,3 Phòng ngủ,4 WC
3.91 Tỷ,40 m²,Nhà trong ngõ,Quận Ba Đình,Đường vào: Rộng 3m,Mặt tiền: 6m,5 tầng,,5 Phòng ngủ,
4.1 Tỷ,39 m²,Nhà trong ngõ,Quận Đống Đa,Đường vào: Rộng 3m,,4 tầng,,4 Phòng ngủ,3 WC
3.2 Tỷ,39 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,,,,,
8.8 Tỷ,89 m²,Nhà trong ngõ,Quận Ba Đình,,Mặt tiền: 5.5m,5 tầng,,,
16.5 Tỷ,100 m²,Nhà mặt phố,Quận Tây Hồ,Đường vào: Rộng 6m,Mặt tiền: 6m,7 tầng,4 Chỗ để ôtô,11 Phòng ngủ,11 WC
7.5 Tỷ,52 m²,Nhà trong ngõ,Quận Ba Đình,,Mặt tiền: 3.5m,6 tầng,,,
30 Tỷ,50 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 5m,Mặt tiền: 4m,7 tầng,,6 Phòng ngủ,6 WC
20 Tỷ,60 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 7m,Mặt tiền: 5m,7 tầng,,3 Phòng ngủ,2 WC
5.4 Tỷ,70 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 5m,Mặt tiền: 4m,5 tầng,,9 Phòng ngủ,5 WC
4.9 Tỷ,38 m²,Nhà trong ngõ,Quận Ba Đình,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,,4 Phòng ngủ,4 WC
3.15 Tỷ,39 m²,Nhà trong ngõ,Quận Hoàng Mai,Đường vào: Rộng 4m,Mặt tiền: 5m,,,2 Phòng ngủ,2 WC
5.7 Tỷ,40 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,Đường vào: Rộng 5m,Mặt tiền: 4m,5 tầng,,3 Phòng ngủ,5 WC
2.6 Tỷ,30 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,,Mặt tiền: 3m,4 tầng,,4 Phòng ngủ,4 WC
3.4 Tỷ,41 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,,,4 tầng,,4 Phòng ngủ,3 WC
2.75 Tỷ,33 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,Đường vào: Rộng 4m,Mặt tiền: 5.35m,3 tầng,,3 Phòng ngủ,2 WC
3.8 Tỷ,51 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,Đường vào: Rộng 2.6m,,4 tầng,,4 Phòng ngủ,3 WC
3.1 Tỷ,37 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,,,4 tầng,,2 Phòng ngủ,3 WC
6.2 Tỷ,45 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 6m,Mặt tiền: 3.8m,5 tầng,,6 Phòng ngủ,4 WC
3.2 Tỷ,34 m²,Nhà trong ngõ,Quận Tây Hồ,,Mặt tiền: 3.4m,4 tầng,,3 Phòng ngủ,3 WC
3.4 Tỷ,36 m²,Nhà trong ngõ,Quận Nam Từ Liêm,Đường vào: Rộng 4m,Mặt tiền: 4m,4 tầng,,3 Phòng ngủ,
3.5 Tỷ,34 m²,Nhà mặt phố,Quận Hoàng Mai,Đường vào: Rộng 3m,Mặt tiền: 4m,5 tầng,,4 Phòng ngủ,4 WC
3.5 Tỷ,50 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,Đường vào: Rộng 3m,Mặt tiền: 5m,4 tầng,,5 Phòng ngủ,5 WC
4.2 Tỷ,50 m²,Nhà trong ngõ,Quận Long Biên,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,1 Chỗ để ôtô,4 Phòng ngủ,4 WC
2.4 Tỷ,34 m²,Nhà trong ngõ,Quận Hà Đông,,,,,,
108 Tỷ,185 m²,Nhà mặt phố,Quận Tây Hồ,Đường vào: Rộng 10m,Mặt tiền: 25m,4 tầng,4 Chỗ để ôtô,4 Phòng ngủ,4 WC
4.1 Tỷ,54 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,Mặt tiền: 4.9m,5 tầng,,3 Phòng ngủ,4 WC
9 Tỷ,71 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 8m,Mặt tiền: 5.7m,2 tầng,,,
8 Tỷ,62 m²,Nhà trong ngõ,Quận Đống Đa,Đường vào: Rộng 3m,Mặt tiền: 4.5m,5 tầng,,6 Phòng ngủ,5 WC
11.9 Tỷ,52 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 18m,Mặt tiền: 4.4m,4 tầng,2 Chỗ để ôtô,,4 WC
3.2 Tỷ,40 m²,Nhà trong ngõ,Quận Long Biên,,,,,,
5.6 Tỷ,64 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 3m,Mặt tiền: 6m,4 tầng,,9 Phòng ngủ,9 WC
4 Tỷ,50 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 3m,Mặt tiền: 5m,5 tầng,,6 Phòng ngủ,5 WC
9.9 Tỷ,40 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 5m,Mặt tiền: 3m,6 tầng,,,
1.63 Tỷ,35 m²,Nhà trong ngõ,Quận Hà Đông,Đường vào: Rộng 3m,Mặt tiền: 3.5m,4 tầng,,3 Phòng ngủ,3 WC
1.58 Tỷ,35 m²,Nhà trong ngõ,Quận Hà Đông,Đường vào: Rộng 3m,Mặt tiền: 3.5m,4 tầng,,3 Phòng ngủ,3 WC
1.45 Tỷ,33 m²,Nhà trong ngõ,Quận Hà Đông,Đường vào: Rộng 3m,Mặt tiền: 3.5m,3 tầng,,3 Phòng ngủ,3 WC
3.5 Tỷ,33 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 4m,Mặt tiền: 3.5m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
3.8 Tỷ,30 m²,Nhà mặt phố,Quận Đống Đa,Đường vào: Rộng 4m,Mặt tiền: 3.5m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
9.2 Tỷ,90 m²,Nhà trong ngõ,Quận Cầu Giấy,,,,,,
9.2 Tỷ,90 m²,Nhà trong ngõ,Quận Đống Đa,,,,,,
10 Tỷ,60 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 7m,Mặt tiền: 4.7m,5 tầng,1 Chỗ để ôtô,6 Phòng ngủ,6 WC
60 Tỷ,300 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 24m,Mặt tiền: 12m,,,,
12.9 Tỷ,68 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 6m,Mặt tiền: 4.4m,5 tầng,2 Chỗ để ôtô,6 Phòng ngủ,6 WC
4.1 Tỷ,40 m²,Nhà trong ngõ,Quận Tây Hồ,,Mặt tiền: 4m,5 tầng,,4 Phòng ngủ,3 WC
8.35 Tỷ,70 m²,Nhà trong ngõ,Quận Tây Hồ,,,,,,
2.95 Tỷ,58 m²,Nhà trong ngõ,Quận Long Biên,,Mặt tiền: 4m,3 tầng,,,
15 Tỷ,55 m²,Nhà mặt phố,Quận Hoàng Mai,Đường vào: Rộng 40m,Mặt tiền: 4.5m,5 tầng,,6 Phòng ngủ,5 WC
22 Tỷ,74 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 7m,Mặt tiền: 5.4m,8 tầng,2 Chỗ để ôtô,7 Phòng ngủ,7 WC
6.8 Tỷ,70 m²,Nhà trong ngõ,Quận Hai Bà Trưng,,Mặt tiền: 4.2m,2 tầng,,3 Phòng ngủ,1 WC
15 Tỷ,40 m²,Nhà mặt phố,Quận Nam Từ Liêm,Đường vào: Rộng 60m,Mặt tiền: 11m,6 tầng,4 Chỗ để ôtô,,
5.2 Tỷ,36 m²,Nhà trong ngõ,Quận Nam Từ Liêm,Đường vào: Rộng 5m,Mặt tiền: 3.3m,5 tầng,,4 Phòng ngủ,
6.5 Tỷ,41 m²,Nhà trong ngõ,Quận Nam Từ Liêm,Đường vào: Rộng 3.5m,Mặt tiền: 3.5m,6 tầng,,6 Phòng ngủ,
6.5 Tỷ,40.2 m²,Nhà mặt phố,Quận Cầu Giấy,Đường vào: Rộng 6m,Mặt tiền: 4m,5 tầng,4 Chỗ để ôtô,6 Phòng ngủ,4 WC
2.85 Tỷ,33 m²,Nhà trong ngõ,Quận Bắc Từ Liêm,,,,,,
9.5 Tỷ,55 m²,Nhà trong ngõ,Quận Tây Hồ,Đường vào: Rộng 4m,Mặt tiền: 5m,6 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
6.5 Tỷ,43 m²,Nhà trong ngõ,Quận Thanh Xuân,Đường vào: Rộng 3m,,4 tầng,,4 Phòng ngủ,
2.9 Tỷ,36 m²,Nhà trong ngõ,,Đường vào: Rộng 5m,Mặt tiền: 3.3m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
4.5 Tỷ,38 m²,Nhà trong ngõ,Quận Đống Đa,Đường vào: Rộng 4m,Mặt tiền: 5m,4 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
3.9 Tỷ,33 m²,Nhà mặt phố,Quận Thanh Xuân,Đường vào: Rộng 4m,,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
8.1 Tỷ,70 m²,Nhà trong ngõ,Quận Thanh Xuân,,Mặt tiền: 5.2m,5 tầng,,7 Phòng ngủ,5 WC
4.65 Tỷ,38 m²,Nhà trong ngõ,Quận Cầu Giấy,Đường vào: Rộng 2.5m,Mặt tiền: 4m,4 tầng,,4 Phòng ngủ,3 WC
2.75 Tỷ,35 m²,Nhà trong ngõ,Quận Long Biên,Đường vào: Rộng 3m,Mặt tiền: 3.4m,5 tầng,1 Chỗ để ôtô,3 Phòng ngủ,4 WC
,110 m²,Nhà mặt phố,Quận Hai Bà Trưng,Đường vào: Rộng 8m,Mặt tiền: 5.5m,1 tầng,,1 Phòng ngủ,2 WC
4.5 Tỷ,40 m²,Nhà trong ngõ,Quận Thanh Xuân,,,5 tầng,,4 Phòng ngủ,
7.5 Tỷ,35 m²,Nhà mặt phố,Quận Cầu Giấy,,,,,,
6 Tỷ,45 m²,Nhà trong ngõ,Quận Ba Đình,,,,,,
2.95 Tỷ,30 m²,Nhà mặt phố,Quận Hà Đông,,,4 tầng,,,
3.1 Tỷ,36 m²,Nhà trong ngõ,Quận Hà Đông,,,4 tầng,,,
2.29 Tỷ,25 m²,Nhà trong ngõ,Quận Hai Bà Trưng,Đường vào: Rộng 3m,Mặt tiền: 4.69999980926514m,4 tầng,,3 Phòng ngủ,2 WC
3.3 Tỷ,44 m²,Nhà mặt phố,Quận Hà Đông,Đường vào: Rộng 6m,Mặt tiền: 4m,4 tầng,1 Chỗ để ôtô,3 Phòng ngủ,3 WC
3.9 Tỷ,35 m²,Nhà mặt phố,Quận Hà Đông,Đường vào: Rộng 15m,Mặt tiền: 3.5m,3.5 tầng,1 Chỗ để ôtô,2 Phòng ngủ,2 WC
